ID;Frage;Titel;Beschreibung HTML;Beschreibung Text;Survey ID;User ID;Created at;Updated at;Upvotes;Downvotes;Vote Average;Anzahl Kommentare;Kommentar 1;Kommentar 2;Bild URL;Bild
338;Was fehlt in St.Gallen?;Kulturzentrum;"<ul><li>Trotz reichem Kulturangebot gibt es der Stadt kein kulturelles Zentrum. Es gibt keinen einzigen genug grossen Raum (ausser die Tonhalle), wo z.B. ein 40-50-köpfiges Orchester (Blasorchester, Sinfonieorchester) auftreten kann.</li><li>Es gibt kleinere Gemeinden im Umfeld, die besser ausgestattet sind (Gossau, Flawil, Herisau usw.). Eigentlich müsste St. Gallen einen Ort haben wie das Monforthaus in Feldkirch: https://www.montforthausfeldkirch.com</li><li>Die OLMA-Hallen sind leider für normale Konzerte akustisch eher ungeeignet und v.a. sind sie viel zu teuer! Das dürfte eigentlich nicht sein, da sie mitten in der Stadt den besten Platz besetzen.</li><li>Warum bemüht sich die Stadt nicht um den ""Umbau"" des Theaters? Seit das alte Stadttheater und der Schützengartensaal abgerissen wurde, fehlt genau ein Veranstaltungssaal in dieser Grösse. Könnte doch auf dem OLMA-Parkplatz aufgestellt werden (ehemalige Halle 7)!</li><li>Es ist schade, dass ich mit meinem Orchester Camerata Salonistica immer wieder auf umliegende Veranstaltungsorte zurückgreifen muss. Die Tonhalle steht ja auch nicht immer zur Verfügung.</li><li>Ewas weiteres fehlt: es gibt keine vergünstigten oder sogar gratis Proberäume für städtische Vereine. Das ist der Grund, weshalb wir mit dem Orchester seit 10 Jahren in Mörschwil proben. Da ist die Miete günstiger. Das kann's doch nicht sein!</li><li>Schade ist, dass damals die Idee mit der Reithalle nicht weiterverfolgt wurde. Die Voltigierer würden besser an einem andere Ort trainieren. Es ist doch unsinnig, dass sie ihre Pferde immer von Herisau runtertransportieren müssen.</li><li>Es fehlt auch an Unterstützung für Vereine, die über St. Gallen ausstrahlen könnten, dies v.a. im musikalischen Bereich. Es gibt z.B. bis heute kein Jugend-Sinfonieorchester.</li><li>Warum werden Städtepartnerschaften nicht mehr für einen kulturellen Austausch genutzt? Für Vereine wäre es toll, wenn sie einmal ein Konzert in Liberec o.a. geben könnten. Welches sind überhaupt Städtepartnerschaften?</li></ul>";"Trotz reichem Kulturangebot gibt es der Stadt kein kulturelles Zentrum. Es gibt keinen einzigen genug grossen Raum (ausser die Tonhalle), wo z.B. ein 40-50-köpfiges Orchester (Blasorchester, Sinfonieorchester) auftreten kann.Es gibt kleinere Gemeinden im Umfeld, die besser ausgestattet sind (Gossau, Flawil, Herisau usw.). Eigentlich müsste St. Gallen einen Ort haben wie das Monforthaus in Feldkirch: https://www.montforthausfeldkirch.comDie OLMA-Hallen sind leider für normale Konzerte akustisch eher ungeeignet und v.a. sind sie viel zu teuer! Das dürfte eigentlich nicht sein, da sie mitten in der Stadt den besten Platz besetzen.Warum bemüht sich die Stadt nicht um den ""Umbau"" des Theaters? Seit das alte Stadttheater und der Schützengartensaal abgerissen wurde, fehlt genau ein Veranstaltungssaal in dieser Grösse. Könnte doch auf dem OLMA-Parkplatz aufgestellt werden (ehemalige Halle 7)!Es ist schade, dass ich mit meinem Orchester Camerata Salonistica immer wieder auf umliegende Veranstaltungsorte zurückgreifen muss. Die Tonhalle steht ja auch nicht immer zur Verfügung.Ewas weiteres fehlt: es gibt keine vergünstigten oder sogar gratis Proberäume für städtische Vereine. Das ist der Grund, weshalb wir mit dem Orchester seit 10 Jahren in Mörschwil proben. Da ist die Miete günstiger. Das kann's doch nicht sein!Schade ist, dass damals die Idee mit der Reithalle nicht weiterverfolgt wurde. Die Voltigierer würden besser an einem andere Ort trainieren. Es ist doch unsinnig, dass sie ihre Pferde immer von Herisau runtertransportieren müssen.Es fehlt auch an Unterstützung für Vereine, die über St. Gallen ausstrahlen könnten, dies v.a. im musikalischen Bereich. Es gibt z.B. bis heute kein Jugend-Sinfonieorchester.Warum werden Städtepartnerschaften nicht mehr für einen kulturellen Austausch genutzt? Für Vereine wäre es toll, wenn sie einmal ein Konzert in Liberec o.a. geben könnten. Welches sind überhaupt Städtepartnerschaften?";3484;64227;2022-02-25T13:45:23+01:00;2022-02-25T13:45:23+01:00;1;0;1;0;;;;
339;Wie soll St.Gallen in 20 Jahren wahrgenommen werden?;Mehr Ausstrahlung;"<ul><li>St. Gallen nutzt seine Lage für mehr Ausstrahlung überhaupt nicht. Als Kantonshauptstadt hat sie auch zu wenig Ausstrahlung, das gleiche gilt als grösste Stadt im Bodenseeraum (neben Konstanz).</li><li>Eine bessere Ausstrahlung kann u.a. nur erreicht werden, wenn neben der professionellen Hochkultur (Theater) auch Laien-Vereine gezielt gefördert werden. Ich denke da v.a. an den musikalischen Bereich (z.B. Chöre und Orchester).</li><li>Im professionellen Sektor hat das Theater dank Musicals und einer tollen Tanzcompagnie Ausstrahlungskraft. Auch die St. Galler Festspiele gehören dazu. Aber auch hier wurde wieder gekürzt, was verheerend sein wird. In Bregenz finden die Festspiele jedes Jahr mit Erfolg statt.</li><li>Das UNESCO-Kulturgut könnte auch mehr ausstrahlen. Das gelingt aber nicht, wenn der Klosterplatz als ""heilig"" gilt. In anderen Städten (z.B. Salzburg) wird der Platz vor der Kirche auch jedes Jahr bespielt (""Jedermann"") und der Weihnachtsmarkt darf da stattfinden. In St. Gallen ist der Weihnachtsmarkt eine Katastrophe. Da kommt ausser Saufgelage keine Stimmung auf. Traditionellerweise gehören Weihnachtsmärkte geschlossen auf passende Plätze (oftmals bei der Kirche oder um die Kirche herum).</li></ul>";"St. Gallen nutzt seine Lage für mehr Ausstrahlung überhaupt nicht. Als Kantonshauptstadt hat sie auch zu wenig Ausstrahlung, das gleiche gilt als grösste Stadt im Bodenseeraum (neben Konstanz).Eine bessere Ausstrahlung kann u.a. nur erreicht werden, wenn neben der professionellen Hochkultur (Theater) auch Laien-Vereine gezielt gefördert werden. Ich denke da v.a. an den musikalischen Bereich (z.B. Chöre und Orchester).Im professionellen Sektor hat das Theater dank Musicals und einer tollen Tanzcompagnie Ausstrahlungskraft. Auch die St. Galler Festspiele gehören dazu. Aber auch hier wurde wieder gekürzt, was verheerend sein wird. In Bregenz finden die Festspiele jedes Jahr mit Erfolg statt.Das UNESCO-Kulturgut könnte auch mehr ausstrahlen. Das gelingt aber nicht, wenn der Klosterplatz als ""heilig"" gilt. In anderen Städten (z.B. Salzburg) wird der Platz vor der Kirche auch jedes Jahr bespielt (""Jedermann"") und der Weihnachtsmarkt darf da stattfinden. In St. Gallen ist der Weihnachtsmarkt eine Katastrophe. Da kommt ausser Saufgelage keine Stimmung auf. Traditionellerweise gehören Weihnachtsmärkte geschlossen auf passende Plätze (oftmals bei der Kirche oder um die Kirche herum).";3485;64227;2022-02-25T13:46:13+01:00;2022-02-25T13:46:13+01:00;0;0;0;0;;;;
340;Was zeichnet St.Gallen aus?;Lockremise;<p>Ich finde das Restaurant in der Lockremise sollte eine richtige Kulturbeiz sein - unkompliziert und vielfältig - wo man auch kurz vor oder nach dem Theater oder dem Kino etwas essen oder trinken kann. </p>;Ich finde das Restaurant in der Lockremise sollte eine richtige Kulturbeiz sein - unkompliziert und vielfältig - wo man auch kurz vor oder nach dem Theater oder dem Kino etwas essen oder trinken kann.;3483;64231;2022-02-25T14:57:02+01:00;2022-02-25T14:57:02+01:00;0;0;0;0;;;;
341;Was fehlt in St.Gallen?;Wo bleibt der urbane Geist?;<p>Ich vermisse einen Stadtrat, der auch zu Träumen wagt. Der Formuliert, was ein urbanes Umfeld ist. Der weiss, wie junge Familien wohnen wollen, der Verkehrsstrategien formuliert, die dem städtischen Umfeld gerecht werden. Der in den Visionen mehr darauf schaut, was die Bewohnenden wünschen und weniger darauf, wie erreicht die Region das Zentrum. Solch mutigen Statements, welche dann auch von der jetzigen Realpolitik eingeholt werden, sind Denkanstösse und Impulse für St.Gallen in zwanzig Jahren. </p>;Ich vermisse einen Stadtrat, der auch zu Träumen wagt. Der Formuliert, was ein urbanes Umfeld ist. Der weiss, wie junge Familien wohnen wollen, der Verkehrsstrategien formuliert, die dem städtischen Umfeld gerecht werden. Der in den Visionen mehr darauf schaut, was die Bewohnenden wünschen und weniger darauf, wie erreicht die Region das Zentrum. Solch mutigen Statements, welche dann auch von der jetzigen Realpolitik eingeholt werden, sind Denkanstösse und Impulse für St.Gallen in zwanzig Jahren.;3484;64232;2022-02-25T15:15:30+01:00;2022-02-25T15:15:30+01:00;3;0;3;0;;;;
344;Was zeichnet St.Gallen aus?;Vieles läuft gut aber....;<p>...die Behörden in der Stadt St.Gallen machen einigen Kulturschaffenden das Leben unnötig schwer. Bei Sachen wie beispielsweise gemütliche Sommernächte in einer Beiz, Partys (Tag oder Nacht) oder generell alles was mehr Lärmemissionen als ein Pinselstrich verursacht, wird sehr streng gehandhabt. Schaut man nach Zürich, Bern oder Basel sind die Behörden um einiges kulanter und kooperativer. </p><p>Wir sind eine lebendige, diverse Stadt mit breitem Kulturangebot. Mehr Kooperation und Toleranz wäre wünschenswert, um dieses fantastische Angebot zu erhalten und auszubauen.</p><p><br /></p>;...die Behörden in der Stadt St.Gallen machen einigen Kulturschaffenden das Leben unnötig schwer. Bei Sachen wie beispielsweise gemütliche Sommernächte in einer Beiz, Partys (Tag oder Nacht) oder generell alles was mehr Lärmemissionen als ein Pinselstrich verursacht, wird sehr streng gehandhabt. Schaut man nach Zürich, Bern oder Basel sind die Behörden um einiges kulanter und kooperativer.   Wir sind eine lebendige, diverse Stadt mit breitem Kulturangebot. Mehr Kooperation und Toleranz wäre wünschenswert, um dieses fantastische Angebot zu erhalten und auszubauen.;3483;64234;2022-02-25T17:10:06+01:00;2022-02-25T17:10:06+01:00;2;0;2;0;;;;
346;Was zeichnet St.Gallen aus?;Naherholungsgebiet;<p>St.Gallen ist wunderbar - die bereits geposteten Beiträge sprechen davon ... </p><p>St.Gallen hat auch ein wunderbares Naherholungsgebiet mit Dreilinden und Freudenberg. Wenig verständlich ist, dass dieses für Menschen, die nicht mehr so gut zu Fuss sind, nicht mit öffentlichen Verkehrsmitteln erreichbar ist. </p><p>Ein Ausbau der Buslinien ist dringend nötig. Wieso nur ein (Gratis-) Bus nach Dreilinden im Hochsommer? Wieso nicht ein Bus das ganze Jahr zum normalen Fahrpreis, wenn gratis nicht möglich ist. </p><p>Die alten Menschen im Röteliquartier sind am Sonntag von der Stadt ausgeschlossen. Kein Kirchenbesuch am Vormittag, kein Theaterbesuch am Nachmittag ... Wieso ist es einer Stadt wie St.Gallen nicht möglich, alle Quartiere während sieben Tage die Woche mit öffentlichem Verkehr zu bedienen? Die ganze Agglomeration, wie Wittenbach oder Abtwil ist im 10 Minuten-Takt bedient?</p>;St.Gallen ist wunderbar - die bereits geposteten Beiträge sprechen davon ...   St.Gallen hat auch ein wunderbares Naherholungsgebiet mit Dreilinden und Freudenberg. Wenig verständlich ist, dass dieses für Menschen, die nicht mehr so gut zu Fuss sind, nicht mit öffentlichen Verkehrsmitteln erreichbar ist.   Ein Ausbau der Buslinien ist dringend nötig. Wieso nur ein (Gratis-) Bus nach Dreilinden im Hochsommer? Wieso nicht ein Bus das ganze Jahr zum normalen Fahrpreis, wenn gratis nicht möglich ist.   Die alten Menschen im Röteliquartier sind am Sonntag von der Stadt ausgeschlossen. Kein Kirchenbesuch am Vormittag, kein Theaterbesuch am Nachmittag ... Wieso ist es einer Stadt wie St.Gallen nicht möglich, alle Quartiere während sieben Tage die Woche mit öffentlichem Verkehr zu bedienen? Die ganze Agglomeration, wie Wittenbach oder Abtwil ist im 10 Minuten-Takt bedient?;3483;64235;2022-02-25T18:41:23+01:00;2022-02-25T18:41:23+01:00;1;0;1;0;;;;
360;Was fehlt in St.Gallen?;Markthalle mit Ethno/Öko Food;<p>Kulinarischer Gegenungsort wie die Markthalle in Basel oder Bangkok u a. guter Streetfood aus diversen Regionen, Garküchen etc., Kochkurse, Vorträge  etc., müsste unteres/ mittleres Preissegment sein. Treffpunkt für das Volk mit Neugier auf andere Kulturen…</p><p><br /></p>;Kulinarischer Gegenungsort wie die Markthalle in Basel oder Bangkok u a. guter Streetfood aus diversen Regionen, Garküchen etc., Kochkurse, Vorträge  etc., müsste unteres/ mittleres Preissegment sein. Treffpunkt für das Volk mit Neugier auf andere Kulturen…;3484;64281;2022-02-28T23:36:14+01:00;2022-02-28T23:36:14+01:00;0;0;0;0;;;;
361;Was zeichnet St.Gallen aus?;Mehr ruhige Plätze;<p>Ich würde es begrüssen wenn mehr Grünflächen entstehen,  Parkplätze abgebaut würden, denn diese taugen nicht als Begegnungsort und tragen nicht zu einer lebendigen, humanen Stadt bei, in der man gern verweilt.</p>;Ich würde es begrüssen wenn mehr Grünflächen entstehen,  Parkplätze abgebaut würden, denn diese taugen nicht als Begegnungsort und tragen nicht zu einer lebendigen, humanen Stadt bei, in der man gern verweilt.;3483;64281;2022-02-28T23:45:09+01:00;2022-02-28T23:45:09+01:00;1;0;1;1;"Das tragische ist, dass wir zwar Grünflächen haben, die Verbindungen jedoch von Strassen mit starkem Verkehr zerschnitten werden. Also ähnlich wie Wildtiere Korridore brauchen, braucht diese der Fussgänger eben auch oder besser umgekehrt, alle Fläche dem Langsamverkehr und Korridore für PW&LKW. 
Bspw. wäre ja die Kreuzbleiche eine grosse Grünfläche, die Anbindung an den sehr nahen Bahnhof ist jedoch dermassen Schlecht, dass diese für eine Mittagspause o.ä. gar nicht in Betracht gezogen wird.";;;
362;Was fehlt in St.Gallen?;Skatehalle;<p>Seit Jahren suchen die Skateboarder immer wieder für die Wintersaison und Schlecht-Wetter-Tage einen Ort für sich. Mal im Güterbahnhof, mal in der Olma Garage, mal gar nicht, jetzt temporär seit Februar in der kleinen ehemaligen Post im Riethüsli - leider nur bis der Herbst, und damit wieder auf der Strasse wenn die dunkle und kalte Jahreszeit kommt.</p><p>Andere Randsportarten können ihrer Leidenschaft 365 Tage nachgehen. Sie haben eine Reithalle, eine Curlinghalle, Squashcenter etc. Bei durchschnittlich 15 Regentagen pro Monat in St. Gallen bleiben den Skateboardern zur Zeit nur die warmen Monate und die kleine Post mit selbst hergestellten und selbst-finanzierter Infrastruktur.</p><p>Wir würden uns einen permanenten Ort mit 400-500qm und ein Budget für die Bereitstellung von Infrastruktur wünschen, der in der Stadt liegt und am ÖV angebunden ist.</p>;Seit Jahren suchen die Skateboarder immer wieder für die Wintersaison und Schlecht-Wetter-Tage einen Ort für sich. Mal im Güterbahnhof, mal in der Olma Garage, mal gar nicht, jetzt temporär seit Februar in der kleinen ehemaligen Post im Riethüsli - leider nur bis der Herbst, und damit wieder auf der Strasse wenn die dunkle und kalte Jahreszeit kommt.  Andere Randsportarten können ihrer Leidenschaft 365 Tage nachgehen. Sie haben eine Reithalle, eine Curlinghalle, Squashcenter etc. Bei durchschnittlich 15 Regentagen pro Monat in St. Gallen bleiben den Skateboardern zur Zeit nur die warmen Monate und die kleine Post mit selbst hergestellten und selbst-finanzierter Infrastruktur.  Wir würden uns einen permanenten Ort mit 400-500qm und ein Budget für die Bereitstellung von Infrastruktur wünschen, der in der Stadt liegt und am ÖV angebunden ist.;3484;64293;2022-03-01T14:28:07+01:00;2022-03-01T14:28:07+01:00;1;0;1;0;;;;
408;Was fehlt in St.Gallen?;Parks beleben;"<p>Die Josefswiese in Zürich ist ein positives Beispiel. Ähnlich könnte es doch auch in der Kreuzbleiche und im Stadtpark aussehen? </p><ul><li>Mehr Struktur v.a. in der Kreuzbleiche wo die grossen Wiesen dominieren. In kleinflächigeren und ineinander fliessenden Strukturen fühlt mensch sich wohler.</li><li>Anlegen von Urbanen Gärten u.o. vergabe von Gartenparzellen. Das belebt.</li><li>Sportangebote wie Beachvolleyball, dirtpark/pumptrack, Tischtennis...</li><li>Ecken die zum verweilen/picknicken einladen: Bäume und Hecken, Gewässer, grosse Steinblöcke...</li><li>Solche Elemente könnten auch dazu einladen in den Parks Kurse/Treffen abzuhalten, was wieder zu mehr Belebung, Austausch und Zufriedenheit führt</li><li>Auch das ""Kaffee"" hätte darin Platz --&gt; siehe video:  https://www.youtube.com/watch?v=hU00iR6DlhE</li></ul><p><br /></p><p><br /></p>";"Die Josefswiese in Zürich ist ein positives Beispiel. Ähnlich könnte es doch auch in der Kreuzbleiche und im Stadtpark aussehen?  Mehr Struktur v.a. in der Kreuzbleiche wo die grossen Wiesen dominieren. In kleinflächigeren und ineinander fliessenden Strukturen fühlt mensch sich wohler.Anlegen von Urbanen Gärten u.o. vergabe von Gartenparzellen. Das belebt.Sportangebote wie Beachvolleyball, dirtpark/pumptrack, Tischtennis...Ecken die zum verweilen/picknicken einladen: Bäume und Hecken, Gewässer, grosse Steinblöcke...Solche Elemente könnten auch dazu einladen in den Parks Kurse/Treffen abzuhalten, was wieder zu mehr Belebung, Austausch und Zufriedenheit führtAuch das ""Kaffee"" hätte darin Platz --> siehe video:  https://www.youtube.com/watch?v=hU00iR6DlhE";3484;64400;2022-03-03T16:40:35+01:00;2022-03-03T16:40:35+01:00;0;0;0;0;;;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/nwmfw25ebgqk/storage/b2ddbbab-45bf-48f9-a631-f08395ab5f11.jpeg?signature=79d36538dc9635b20a1564e4ca769dc91de1e5162f792bede5f2f519ec8177d9;https://daten.stadt.sg.ch/api/v2/catalog/datasets/sankt-diskurs-ideenfindung-partizipationsplattform-stadt-stgallen/files/7f87d492e443263be9f1b6c5b774a663
409;Was fehlt in St.Gallen?;Regiowährung;"<p>Wenn wir wirkliche Veränderung wollen, müssen wir an die Wurzeln gehen. Unser Zinsbasiertes Schuldgeldsystem verunmöglicht letztlich Nachhaltigkeit, da es auf endlosem Wachstum basiert.</p><p>Eine zinsbefreite Regiowährung mit einer Umlaufsicherung (Silvio Gsell) oder befristetes Geld (soziale Dreigliederung) würde mehr Wohlstand für alle bringen, was der Film ""das Wunder von Wörgl"" eindrücklich aufzeigt.</p><p>Die Stadt könnte bspw. als Währung den ""Gallus"" ins Leben rufen und diesen ausgeben. Sie könnte damit Nachhaltigkeitsziele verknüpfen und freiwilliges Engagement entlöhnen. So könnten bspw. endlich die millionen von Zigarettenstummel und sonstigen Abfälle aus der Natur entfernt werden. </p><p>Hauptsächlich geht es bei Regiogeld darum, dass dieses den Menschen dient und nicht umgekehrt.</p><p>Mehr dazu findet sich leicht durch eine Suche nach Regiogeld, Minuto, Silvio Gsell, soziale Dreigliederung, Zinsbasiertes Schuldgeldsystem, Spiralgeld, Gradido, ...</p><p>einen guten Überblick bietet bspw. https://monneta.org/</p><p><br /></p>";"Wenn wir wirkliche Veränderung wollen, müssen wir an die Wurzeln gehen. Unser Zinsbasiertes Schuldgeldsystem verunmöglicht letztlich Nachhaltigkeit, da es auf endlosem Wachstum basiert.  Eine zinsbefreite Regiowährung mit einer Umlaufsicherung (Silvio Gsell) oder befristetes Geld (soziale Dreigliederung) würde mehr Wohlstand für alle bringen, was der Film ""das Wunder von Wörgl"" eindrücklich aufzeigt.  Die Stadt könnte bspw. als Währung den ""Gallus"" ins Leben rufen und diesen ausgeben. Sie könnte damit Nachhaltigkeitsziele verknüpfen und freiwilliges Engagement entlöhnen. So könnten bspw. endlich die millionen von Zigarettenstummel und sonstigen Abfälle aus der Natur entfernt werden.   Hauptsächlich geht es bei Regiogeld darum, dass dieses den Menschen dient und nicht umgekehrt.  Mehr dazu findet sich leicht durch eine Suche nach Regiogeld, Minuto, Silvio Gsell, soziale Dreigliederung, Zinsbasiertes Schuldgeldsystem, Spiralgeld, Gradido, ...  einen guten Überblick bietet bspw. https://monneta.org/";3484;64400;2022-03-03T17:11:25+01:00;2022-03-03T17:11:25+01:00;1;0;1;0;;;"https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/nwmfw25ebgqk/storage/8051a644-9a0a-400b-94ad-e9082431563c.jpg?signature=3d0ab545d686db565e2aa4330ae46c3177d583fb3fa64d93a363057ef42ab882;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/nwmfw25ebgqk/storage/5916eb14-8e4d-4e38-989b-4154a95e5a67.jpeg?signature=99256ea6345f8f2ad5ec1a6a7db3fb9730576bd3153002c52e2203ac980c45a7";https://daten.stadt.sg.ch/api/v2/catalog/datasets/sankt-diskurs-ideenfindung-partizipationsplattform-stadt-stgallen/files/7efdfe7a65278dfc06e1f0bb3310b9e2
410;Was fehlt in St.Gallen?;Spisermarkt;"<p>Mitteilung zu Sankt Diskurs, eingegangen per E-Mail (03.03.2021):</p><p>""Im Grossen und Ganzen haben wir eine sehr schöne Stadt, vor Allem die Altstadt. Nun komme ich aber zu meinem Anliegen: Es geht um den Spisermarkt. Ich frage mich schon lange, was sich dieser Architekt dabei gedacht hat, als er dieses Objekt umgebaut hat?</p><p>Die Parkgarage und die Migros sind die einzig frequentierten Plätze, sonst ist alles tote Hose!!!! Der ganze Durchgang ist dunkel und überhaupt nicht einladend. Warum hat man das Café einfach verschwinden lassen? Zu unserer Zeit war der Spisermarkt ein guter Treffpunkt und sympathisch! Heute ist der grösste Teil leer mit verbarrikadierten Schaufenstern. Der Vermieter muss, glaube ich, zu hohe Mieten verlangen, sonst wären die Räumlichkeiten doch besetzt! Ganz früher hatte man die Spisergasse als Blinddarm der Altstadt bezeichnet, aber als der vorhergehende Umbau stattgefunden hatte, war es ein echter Aufschwung. Zur jetzigen Zeit kann man die Spisergasse wieder als Blinddarm bezeichnen! Echt schade!!!</p><p>Noch eine Anregung zur Parkgarage: 1 Stunde kostet 2.- Fr wenn ich eine Minute zu spät komme, bezahle ich die nächste volle Stunde. Wäre das nicht möglich, dass man auch viertelstündlich bezahlen könnte? Es geht dabei jetzt nicht um mich, aber ich kann mir schon vorstellen, dass die Kunden dann einfach ausserhalb der Stadt einkaufen!</p><p>Ich hoffe, dass mein Schreiben nicht ganz untergeht und vielleicht zu einer Diskussion anregt.""</p>";"Mitteilung zu Sankt Diskurs, eingegangen per E-Mail (03.03.2021):  ""Im Grossen und Ganzen haben wir eine sehr schöne Stadt, vor Allem die Altstadt. Nun komme ich aber zu meinem Anliegen: Es geht um den Spisermarkt. Ich frage mich schon lange, was sich dieser Architekt dabei gedacht hat, als er dieses Objekt umgebaut hat?  Die Parkgarage und die Migros sind die einzig frequentierten Plätze, sonst ist alles tote Hose!!!! Der ganze Durchgang ist dunkel und überhaupt nicht einladend. Warum hat man das Café einfach verschwinden lassen? Zu unserer Zeit war der Spisermarkt ein guter Treffpunkt und sympathisch! Heute ist der grösste Teil leer mit verbarrikadierten Schaufenstern. Der Vermieter muss, glaube ich, zu hohe Mieten verlangen, sonst wären die Räumlichkeiten doch besetzt! Ganz früher hatte man die Spisergasse als Blinddarm der Altstadt bezeichnet, aber als der vorhergehende Umbau stattgefunden hatte, war es ein echter Aufschwung. Zur jetzigen Zeit kann man die Spisergasse wieder als Blinddarm bezeichnen! Echt schade!!!  Noch eine Anregung zur Parkgarage: 1 Stunde kostet 2.- Fr wenn ich eine Minute zu spät komme, bezahle ich die nächste volle Stunde. Wäre das nicht möglich, dass man auch viertelstündlich bezahlen könnte? Es geht dabei jetzt nicht um mich, aber ich kann mir schon vorstellen, dass die Kunden dann einfach ausserhalb der Stadt einkaufen!  Ich hoffe, dass mein Schreiben nicht ganz untergeht und vielleicht zu einer Diskussion anregt.""";3484;7647;2022-03-03T18:09:47+01:00;2022-03-03T18:09:47+01:00;0;0;0;0;;;;
411;Was zeichnet St.Gallen aus?;Der grüne Pfad;"<p>Mitteilung zu Sankt Diskurs, eingegangen per E-Mail (03.03.2021):</p><p>""Ich wohne seit 1986 in dieser schönen Stadt und liebe es hier zu wohnen. Ich finde die Entwicklung, die seit den letzten Jahren im Gang sind, finde ich wunderbar. </p><p>Ich habe kein Auto, benütze die guten ÖV- Möglichkeiten und gehe zu Fuss. Die Autofahrer werden oft belohnt mit E- Auto Bonus, Steuererleichterung ect. Ich möchte auch einen Bonus erhalten, dass ich gut zur Umwelt schaue. Wenn ich in Mörschwil wohnen würde, würde ich Ermässigung im Schwimmbad erhalten, warum ich nicht? </p><p>Ich finde als Städterin sollte man auch in Genuss von Ermässigungen kommen, wie das zum Teil in Graubünden, Appenzell der Fall ist. Bitte vergisst bei dem ganzen Digitalwahn, die Menschen nicht, die dieser Technik kritischer begegnen. Macht weiter so auf dem grünen Pfad.""</p>";"Mitteilung zu Sankt Diskurs, eingegangen per E-Mail (03.03.2021):  ""Ich wohne seit 1986 in dieser schönen Stadt und liebe es hier zu wohnen. Ich finde die Entwicklung, die seit den letzten Jahren im Gang sind, finde ich wunderbar.   Ich habe kein Auto, benütze die guten ÖV- Möglichkeiten und gehe zu Fuss. Die Autofahrer werden oft belohnt mit E- Auto Bonus, Steuererleichterung ect. Ich möchte auch einen Bonus erhalten, dass ich gut zur Umwelt schaue. Wenn ich in Mörschwil wohnen würde, würde ich Ermässigung im Schwimmbad erhalten, warum ich nicht?   Ich finde als Städterin sollte man auch in Genuss von Ermässigungen kommen, wie das zum Teil in Graubünden, Appenzell der Fall ist. Bitte vergisst bei dem ganzen Digitalwahn, die Menschen nicht, die dieser Technik kritischer begegnen. Macht weiter so auf dem grünen Pfad.""";3483;7647;2022-03-03T18:12:14+01:00;2022-03-03T18:12:14+01:00;1;0;1;1;"Das wäre mir aber neu dass Autofahrer in der Stadt St. Gallen in irgendeiner Art und Weise belohnt werden. Der Pendlerabzug für Autofahrer wurde vor einigen Jahren massiv gekürzt, vor einigen Wochen wurden die Parkplatz-Tarife in der Innenstadt auf den 7*24 Betrieb umgestellt. Der E-Auto Bonus für Privatpersonen wurde übrigens auch kürzlich gestrichen, ausserdem war dieser Bonus sehr beschränkt auf einige Modelle die einen bestimmten Preis-Range nicht überschritten hatten (ein neuer Tesla lag zb. nie in diesem Bereich)..

Was ich Ihnen Recht geben muss, ist bei der Bemerkung zum „Digitalwahn“.";;;
